"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Sr', 253, 'Ti', 1100, 3.389]"
"['Sr', 253, 'Ti', 1218, 3.427]"
"['Sr', 253, 'Ti', 1288, 3.385]"
"['Sr', 253, 'Ti', 1311, 3.169]"
"['Sr', 254, 'Ti', 1041, 3.489]"
"['Sr', 254, 'Ti', 1100, 3.361]"
"['Sr', 254, 'Ti', 1101, 3.322]"
"['Sr', 254, 'Ti', 1108, 2.969]"
"['Sr', 254, 'Ti', 1169, 3.413]"
"['Sr', 254, 'Ti', 1311, 3.055]"
"['Sr', 255, 'Ti', 1101, 3.437]"
"['Sr', 255, 'Ti', 1108, 3.293]"
"['Sr', 255, 'Ti', 1159, 3.384]"
"['Sr', 255, 'Ti', 1169, 3.412]"
"['Sr', 255, 'Ti', 1347, 3.376]"
"['Sr', 255, 'Ti', 1607, 3.402]"
"['Sr', 256, 'Ti', 1110, 3.343]"
"['Sr', 256, 'Ti', 1159, 3.408]"
"['Sr', 256, 'Ti', 1170, 3.492]"
"['Sr', 256, 'Ti', 1177, 3.508]"
"['Sr', 256, 'Ti', 1345, 3.294]"
"['Sr', 256, 'Ti', 1347, 3.403]"
"['Sr', 256, 'Ti', 1607, 3.446]"
"['Sr', 257, 'Ti', 1103, 3.456]"
"['Sr', 257, 'Ti', 1110, 3.431]"
"['Sr', 257, 'Ti', 1111, 3.358]"
"['Sr', 257, 'Ti', 1170, 3.311]"
"['Sr', 257, 'Ti', 1171, 3.408]"
"['Sr', 257, 'Ti', 1177, 3.388]"
"['Sr', 257, 'Ti', 1178, 3.469]"
"['Sr', 257, 'Ti', 1345, 3.59]"
"['Sr', 258, 'Ti', 1103, 3.383]"
"['Sr', 258, 'Ti', 1104, 3.338]"
"['Sr', 258, 'Ti', 1111, 3.354]"
"['Sr', 258, 'Ti', 1171, 3.476]"
"['Sr', 258, 'Ti', 1178, 3.522]"
"['Sr', 258, 'Ti', 1496, 3.382]"
"['Sr', 259, 'Ti', 1104, 3.486]"
"['Sr', 259, 'Ti', 1113, 3.45]"
"['Sr', 259, 'Ti', 1180, 3.421]"
"['Sr', 259, 'Ti', 1496, 3.461]"
"['Sr', 260, 'Ti', 1105, 3.253]"
"['Sr', 260, 'Ti', 1113, 3.375]"
"['Sr', 260, 'Ti', 1174, 3.294]"
"['Sr', 260, 'Ti', 1180, 3.562]"
"['Sr', 261, 'Ti', 1175, 3.292]"
"['Sr', 261, 'Ti', 1235, 3.389]"
"['Sr', 261, 'Ti', 1280, 3.41]"
"['Sr', 262, 'Ti', 1175, 3.341]"
"['Sr', 262, 'Ti', 1235, 3.529]"
"['Sr', 262, 'Ti', 1280, 3.441]"
"['Sr', 263, 'Ti', 1041, 3.429]"
"['Sr', 263, 'Ti', 1311, 3.463]"
"['Sr', 264, 'Ti', 1041, 3.48]"
"['Sr', 264, 'Ti', 1108, 3.325]"
"['Sr', 264, 'Ti', 1185, 3.382]"
"['Sr', 264, 'Ti', 1311, 3.516]"
"['Sr', 264, 'Ti', 1404, 3.324]"
"['Sr', 265, 'Ti', 1108, 3.602]"
"['Sr', 265, 'Ti', 1115, 3.349]"
"['Sr', 265, 'Ti', 1159, 3.426]"
"['Sr', 265, 'Ti', 1185, 3.456]"
"['Sr', 265, 'Ti', 1404, 3.322]"
"['Sr', 265, 'Ti', 1607, 3.334]"
"['Sr', 266, 'Ti', 1110, 3.426]"
"['Sr', 266, 'Ti', 1115, 3.436]"
"['Sr', 266, 'Ti', 1116, 3.329]"
"['Sr', 266, 'Ti', 1159, 3.355]"
"['Sr', 266, 'Ti', 1177, 3.49]"
"['Sr', 266, 'Ti', 1340, 3.548]"
"['Sr', 266, 'Ti', 1607, 3.473]"
"['Sr', 267, 'Ti', 1110, 3.324]"
"['Sr', 267, 'Ti', 1111, 3.408]"
"['Sr', 267, 'Ti', 1116, 3.407]"
"['Sr', 267, 'Ti', 1117, 3.409]"
"['Sr', 267, 'Ti', 1177, 3.355]"
"['Sr', 267, 'Ti', 1178, 3.475]"
"['Sr', 267, 'Ti', 1187, 2.99]"
"['Sr', 267, 'Ti', 1340, 3.716]"
"['Sr', 268, 'Ti', 1111, 3.455]"
"['Sr', 268, 'Ti', 1117, 3.271]"
"['Sr', 268, 'Ti', 1118, 3.516]"
"['Sr', 268, 'Ti', 1178, 3.477]"
"['Sr', 268, 'Ti', 1187, 3.251]"
"['Sr', 268, 'Ti', 1188, 3.364]"
"['Sr', 269, 'Ti', 1113, 3.359]"
"['Sr', 269, 'Ti', 1118, 3.567]"
"['Sr', 269, 'Ti', 1180, 3.41]"
"['Sr', 269, 'Ti', 1188, 3.389]"
"['Sr', 269, 'Ti', 1460, 3.389]"
"['Sr', 270, 'Ti', 1113, 3.348]"
"['Sr', 270, 'Ti', 1180, 3.528]"
"['Sr', 270, 'Ti', 1460, 3.355]"
"['Sr', 271, 'Ti', 1114, 3.411]"
"['Sr', 271, 'Ti', 1235, 3.38]"
"['Sr', 272, 'Ti', 1114, 3.311]"
"['Sr', 272, 'Ti', 1235, 3.487]"
"['Sr', 273, 'Ti', 1410, 3.398]"
"['Sr', 274, 'Ti', 1185, 3.513]"
"['Sr', 274, 'Ti', 1192, 3.633]"
"['Sr', 274, 'Ti', 1404, 3.349]"
"['Sr', 274, 'Ti', 1410, 3.375]"
"['Sr', 275, 'Ti', 1115, 3.371]"
"['Sr', 275, 'Ti', 1185, 3.568]"
"['Sr', 275, 'Ti', 1192, 3.423]"
"['Sr', 275, 'Ti', 1404, 3.426]"
"['Sr', 275, 'Ti', 1502, 3.689]"
"['Sr', 275, 'Ti', 1649, 3.543]"
"['Sr', 276, 'Ti', 1115, 3.421]"
"['Sr', 276, 'Ti', 1116, 3.656]"
"['Sr', 276, 'Ti', 1123, 3.601]"
"['Sr', 276, 'Ti', 1194, 3.66]"
"['Sr', 276, 'Ti', 1340, 3.633]"
"['Sr', 276, 'Ti', 1502, 3.097]"
"['Sr', 276, 'Ti', 1649, 3.027]"
"['Sr', 277, 'Ti', 1031, 3.39]"
"['Sr', 277, 'Ti', 1116, 3.36]"
"['Sr', 277, 'Ti', 1117, 3.495]"
"['Sr', 277, 'Ti', 1123, 3.444]"
"['Sr', 277, 'Ti', 1187, 3.319]"
"['Sr', 277, 'Ti', 1194, 3.449]"
"['Sr', 277, 'Ti', 1195, 3.374]"
"['Sr', 277, 'Ti', 1340, 3.308]"
"['Sr', 278, 'Ti', 1031, 3.115]"
"['Sr', 278, 'Ti', 1117, 3.512]"
"['Sr', 278, 'Ti', 1118, 3.64]"
"['Sr', 278, 'Ti', 1187, 3.783]"
"['Sr', 278, 'Ti', 1188, 3.736]"
"['Sr', 278, 'Ti', 1195, 3.123]"
"['Sr', 278, 'Ti', 1386, 3.318]"
"['Sr', 279, 'Ti', 1118, 3.357]"
"['Sr', 279, 'Ti', 1188, 3.46]"
"['Sr', 279, 'Ti', 1386, 3.339]"
"['Sr', 279, 'Ti', 1460, 3.322]"
"['Sr', 279, 'Ti', 1583, 3.323]"
"['Sr', 280, 'Ti', 1126, 3.408]"
"['Sr', 280, 'Ti', 1460, 3.256]"
"['Sr', 280, 'Ti', 1583, 3.642]"
"['Sr', 281, 'Ti', 1114, 3.278]"
"['Sr', 281, 'Ti', 1127, 3.253]"
"['Sr', 282, 'Ti', 1114, 3.292]"
"['Sr', 282, 'Ti', 1127, 3.358]"
"['Sr', 282, 'Ti', 1286, 3.543]"
"['Sr', 283, 'Ti', 1149, 3.597]"
"['Sr', 283, 'Ti', 1286, 3.437]"
"['Sr', 283, 'Ti', 1410, 3.361]"
"['Sr', 284, 'Ti', 1120, 3.354]"
"['Sr', 284, 'Ti', 1149, 3.499]"
"['Sr', 284, 'Ti', 1192, 3.423]"
"['Sr', 284, 'Ti', 1200, 3.742]"
"['Sr', 284, 'Ti', 1410, 3.42]"
"['Sr', 285, 'Ti', 1120, 3.284]"
"['Sr', 285, 'Ti', 1130, 3.656]"
"['Sr', 285, 'Ti', 1192, 3.327]"
"['Sr', 285, 'Ti', 1200, 3.622]"
"['Sr', 285, 'Ti', 1201, 3.143]"
"['Sr', 285, 'Ti', 1502, 3.581]"
"['Sr', 285, 'Ti', 1649, 3.261]"
"['Sr', 286, 'Ti', 1094, 3.38]"
"['Sr', 286, 'Ti', 1123, 3.803]"
"['Sr', 286, 'Ti', 1130, 3.592]"
"['Sr', 286, 'Ti', 1131, 3.424]"
"['Sr', 286, 'Ti', 1194, 2.984]"
"['Sr', 286, 'Ti', 1201, 3.31]"
"['Sr', 286, 'Ti', 1502, 3.189]"
"['Sr', 286, 'Ti', 1649, 3.146]"
"['Sr', 287, 'Ti', 1031, 3.389]"
"['Sr', 287, 'Ti', 1094, 3.832]"
"['Sr', 287, 'Ti', 1123, 3.581]"
"['Sr', 287, 'Ti', 1131, 3.442]"
"['Sr', 287, 'Ti', 1132, 3.449]"
"['Sr', 287, 'Ti', 1194, 2.958]"
"['Sr', 287, 'Ti', 1195, 3.429]"
"['Sr', 287, 'Ti', 1333, 2.963]"
"['Sr', 288, 'Ti', 1031, 3.565]"
"['Sr', 288, 'Ti', 1132, 3.525]"
"['Sr', 288, 'Ti', 1133, 3.834]"
"['Sr', 288, 'Ti', 1195, 3.291]"
"['Sr', 288, 'Ti', 1205, 3.234]"
"['Sr', 288, 'Ti', 1333, 3.135]"
"['Sr', 288, 'Ti', 1386, 3.576]"
"['Sr', 289, 'Ti', 1086, 3.506]"
"['Sr', 289, 'Ti', 1133, 3.304]"
"['Sr', 289, 'Ti', 1205, 3.668]"
"['Sr', 289, 'Ti', 1386, 2.956]"
"['Sr', 289, 'Ti', 1583, 3.521]"
"['Sr', 290, 'Ti', 1086, 3.242]"
"['Sr', 290, 'Ti', 1126, 3.405]"
"['Sr', 290, 'Ti', 1573, 3.421]"
"['Sr', 290, 'Ti', 1583, 3.778]"
"['Sr', 291, 'Ti', 1127, 3.353]"
"['Sr', 291, 'Ti', 1353, 3.229]"
"['Sr', 292, 'Ti', 1127, 3.437]"
"['Sr', 292, 'Ti', 1135, 2.953]"
"['Sr', 292, 'Ti', 1286, 3.791]"
"['Sr', 292, 'Ti', 1334, 3.553]"
"['Sr', 292, 'Ti', 1353, 3.583]"
"['Sr', 293, 'Ti', 1135, 3.334]"
"['Sr', 293, 'Ti', 1136, 3.438]"
"['Sr', 293, 'Ti', 1149, 3.404]"
"['Sr', 293, 'Ti', 1286, 3.508]"
"['Sr', 293, 'Ti', 1334, 3.562]"
"['Sr', 294, 'Ti', 1120, 3.269]"
"['Sr', 294, 'Ti', 1136, 2.956]"
"['Sr', 294, 'Ti', 1149, 3.133]"
"['Sr', 294, 'Ti', 1200, 3.822]"
"['Sr', 294, 'Ti', 1206, 3.849]"
"['Sr', 294, 'Ti', 1279, 3.292]"
"['Sr', 295, 'Ti', 1120, 2.953]"
"['Sr', 295, 'Ti', 1130, 3.497]"
"['Sr', 295, 'Ti', 1200, 3.234]"
"['Sr', 295, 'Ti', 1201, 3.383]"
"['Sr', 295, 'Ti', 1206, 3.247]"
"['Sr', 295, 'Ti', 1207, 3.528]"
"['Sr', 295, 'Ti', 1279, 3.393]"
"['Sr', 295, 'Ti', 1592, 3.391]"
"['Sr', 296, 'Ti', 1094, 2.952]"
"['Sr', 296, 'Ti', 1130, 3.424]"
"['Sr', 296, 'Ti', 1131, 3.569]"
"['Sr', 296, 'Ti', 1138, 3.425]"
"['Sr', 296, 'Ti', 1201, 3.198]"
"['Sr', 296, 'Ti', 1207, 2.965]"
"['Sr', 296, 'Ti', 1247, 3.55]"
"['Sr', 296, 'Ti', 1592, 3.661]"
"['Sr', 297, 'Ti', 1094, 3.244]"
"['Sr', 297, 'Ti', 1131, 3.193]"
"['Sr', 297, 'Ti', 1132, 3.398]"
"['Sr', 297, 'Ti', 1138, 3.032]"
"['Sr', 297, 'Ti', 1139, 3.363]"
"['Sr', 297, 'Ti', 1208, 3.414]"
"['Sr', 297, 'Ti', 1247, 3.719]"
"['Sr', 297, 'Ti', 1333, 3.521]"
"['Sr', 298, 'Ti', 1132, 2.952]"
"['Sr', 298, 'Ti', 1133, 3.79]"
"['Sr', 298, 'Ti', 1139, 3.427]"
"['Sr', 298, 'Ti', 1140, 3.607]"
"['Sr', 298, 'Ti', 1205, 3.257]"
"['Sr', 298, 'Ti', 1208, 3.264]"
"['Sr', 298, 'Ti', 1209, 3.843]"
"['Sr', 298, 'Ti', 1333, 3.49]"
"['Sr', 299, 'Ti', 1086, 3.374]"
"['Sr', 299, 'Ti', 1133, 3.48]"
"['Sr', 299, 'Ti', 1140, 3.295]"
"['Sr', 299, 'Ti', 1205, 3.417]"
"['Sr', 299, 'Ti', 1209, 3.486]"
"['Sr', 299, 'Ti', 1585, 3.445]"
"['Sr', 300, 'Ti', 1086, 3.463]"
"['Sr', 300, 'Ti', 1573, 3.269]"
"['Sr', 300, 'Ti', 1585, 3.32]"
"['Sr', 302, 'Ti', 1442, 3.388]"
"['Sr', 303, 'Ti', 1319, 3.406]"
"['Sr', 303, 'Ti', 1442, 3.396]"
"['Sr', 304, 'Ti', 1206, 3.254]"
"['Sr', 304, 'Ti', 1275, 3.53]"
"['Sr', 304, 'Ti', 1276, 3.024]"
"['Sr', 305, 'Ti', 1143, 3.56]"
"['Sr', 305, 'Ti', 1144, 3.12]"
"['Sr', 305, 'Ti', 1214, 3.555]"
"['Sr', 305, 'Ti', 1215, 3.265]"
"['Sr', 306, 'Ti', 1144, 3.677]"
"['Sr', 306, 'Ti', 1145, 3.653]"
"['Sr', 306, 'Ti', 1215, 3.548]"
"['Sr', 306, 'Ti', 1358, 2.963]"
"['Sr', 307, 'Ti', 1208, 3.369]"
"['Sr', 307, 'Ti', 1247, 2.966]"
"['Sr', 307, 'Ti', 1277, 3.522]"
"['Sr', 307, 'Ti', 1278, 3.35]"
"['Sr', 308, 'Ti', 1208, 3.136]"
"['Sr', 308, 'Ti', 1209, 3.496]"
"['Sr', 308, 'Ti', 1278, 3.455]"
"['Sr', 309, 'Ti', 1209, 3.195]"
"['Sr', 312, 'Ti', 1220, 3.336]"
"['Sr', 312, 'Ti', 1442, 3.293]"
"['Sr', 313, 'Ti', 1152, 3.674]"
"['Sr', 313, 'Ti', 1220, 3.479]"
"['Sr', 313, 'Ti', 1221, 3.546]"
"['Sr', 313, 'Ti', 1319, 3.541]"
"['Sr', 313, 'Ti', 1442, 3.332]"
"['Sr', 314, 'Ti', 1143, 3.548]"
"['Sr', 314, 'Ti', 1150, 3.518]"
"['Sr', 314, 'Ti', 1152, 3.256]"
"['Sr', 314, 'Ti', 1214, 3.062]"
"['Sr', 314, 'Ti', 1221, 3.312]"
"['Sr', 314, 'Ti', 1222, 3.261]"
"['Sr', 314, 'Ti', 1319, 3.378]"
"['Sr', 315, 'Ti', 1143, 3.126]"
"['Sr', 315, 'Ti', 1144, 3.223]"
"['Sr', 315, 'Ti', 1150, 3.256]"
"['Sr', 315, 'Ti', 1151, 3.518]"
"['Sr', 315, 'Ti', 1214, 3.175]"
"['Sr', 315, 'Ti', 1215, 3.131]"
"['Sr', 315, 'Ti', 1222, 3.518]"
"['Sr', 315, 'Ti', 1223, 3.426]"
"['Sr', 316, 'Ti', 1144, 3.17]"
"['Sr', 316, 'Ti', 1145, 3.372]"
"['Sr', 316, 'Ti', 1151, 2.969]"
"['Sr', 316, 'Ti', 1215, 3.522]"
"['Sr', 316, 'Ti', 1223, 3.395]"
"['Sr', 316, 'Ti', 1224, 3.148]"
"['Sr', 316, 'Ti', 1358, 3.549]"
"['Sr', 317, 'Ti', 1121, 3.479]"
"['Sr', 317, 'Ti', 1145, 2.958]"
"['Sr', 317, 'Ti', 1216, 3.707]"
"['Sr', 317, 'Ti', 1224, 2.957]"
"['Sr', 317, 'Ti', 1225, 3.395]"
"['Sr', 317, 'Ti', 1358, 3.225]"
"['Sr', 317, 'Ti', 1526, 3.836]"
"['Sr', 318, 'Ti', 1037, 3.481]"
"['Sr', 318, 'Ti', 1121, 3.386]"
"['Sr', 318, 'Ti', 1216, 3.461]"
"['Sr', 318, 'Ti', 1225, 3.255]"
"['Sr', 318, 'Ti', 1226, 3.848]"
"['Sr', 318, 'Ti', 1526, 3.057]"
"['Sr', 319, 'Ti', 1037, 3.432]"
"['Sr', 319, 'Ti', 1226, 3.228]"
"['Sr', 322, 'Ti', 1220, 3.49]"
"['Sr', 322, 'Ti', 1229, 3.313]"
"['Sr', 323, 'Ti', 1152, 3.516]"
"['Sr', 323, 'Ti', 1220, 3.555]"
"['Sr', 323, 'Ti', 1221, 3.433]"
"['Sr', 323, 'Ti', 1229, 3.598]"
"['Sr', 323, 'Ti', 1515, 3.346]"
"['Sr', 323, 'Ti', 1654, 3.298]"
"['Sr', 324, 'Ti', 1028, 3.369]"
"['Sr', 324, 'Ti', 1150, 3.643]"
"['Sr', 324, 'Ti', 1152, 3.179]"
"['Sr', 324, 'Ti', 1153, 3.304]"
"['Sr', 324, 'Ti', 1221, 3.303]"
"['Sr', 324, 'Ti', 1222, 3.319]"
"['Sr', 324, 'Ti', 1515, 3.29]"
"['Sr', 324, 'Ti', 1654, 3.346]"
"['Sr', 325, 'Ti', 1028, 3.383]"
"['Sr', 325, 'Ti', 1150, 2.996]"
"['Sr', 325, 'Ti', 1151, 3.634]"
"['Sr', 325, 'Ti', 1153, 3.323]"
"['Sr', 325, 'Ti', 1222, 3.067]"
"['Sr', 325, 'Ti', 1223, 3.353]"
"['Sr', 325, 'Ti', 1230, 3.655]"
"['Sr', 326, 'Ti', 1151, 2.971]"
"['Sr', 326, 'Ti', 1223, 2.997]"
"['Sr', 326, 'Ti', 1224, 3.425]"
"['Sr', 326, 'Ti', 1230, 3.343]"
"['Sr', 326, 'Ti', 1231, 3.368]"
"['Sr', 326, 'Ti', 1602, 3.57]"
"['Sr', 327, 'Ti', 1121, 3.297]"
"['Sr', 327, 'Ti', 1224, 3.547]"
"['Sr', 327, 'Ti', 1225, 3.405]"
"['Sr', 327, 'Ti', 1231, 3.364]"
"['Sr', 327, 'Ti', 1602, 3.489]"
"['Sr', 328, 'Ti', 1121, 3.529]"
"['Sr', 328, 'Ti', 1225, 3.412]"
"['Sr', 328, 'Ti', 1226, 3.567]"
"['Sr', 329, 'Ti', 1158, 3.343]"
"['Sr', 329, 'Ti', 1226, 3.329]"
"['Sr', 330, 'Ti', 1158, 3.377]"
"['Sr', 331, 'Ti', 1160, 3.295]"
"['Sr', 332, 'Ti', 1160, 3.342]"
"['Sr', 332, 'Ti', 1229, 3.425]"
"['Sr', 332, 'Ti', 1237, 3.457]"
"['Sr', 332, 'Ti', 1530, 3.328]"
"['Sr', 333, 'Ti', 1229, 3.509]"
"['Sr', 333, 'Ti', 1237, 3.449]"
"['Sr', 333, 'Ti', 1259, 3.506]"
"['Sr', 333, 'Ti', 1515, 3.521]"
"['Sr', 333, 'Ti', 1530, 3.362]"
"['Sr', 333, 'Ti', 1654, 3.377]"
"['Sr', 334, 'Ti', 1028, 3.394]"
"['Sr', 334, 'Ti', 1153, 3.329]"
"['Sr', 334, 'Ti', 1162, 3.53]"
"['Sr', 334, 'Ti', 1259, 3.238]"
"['Sr', 334, 'Ti', 1348, 3.357]"
"['Sr', 334, 'Ti', 1515, 3.36]"
"['Sr', 334, 'Ti', 1654, 3.299]"
"['Sr', 335, 'Ti', 1028, 3.397]"
"['Sr', 335, 'Ti', 1153, 3.355]"
"['Sr', 335, 'Ti', 1162, 3.431]"
"['Sr', 335, 'Ti', 1163, 3.348]"
"['Sr', 335, 'Ti', 1230, 3.346]"
"['Sr', 335, 'Ti', 1238, 3.187]"
"['Sr', 335, 'Ti', 1348, 3.49]"
"['Sr', 336, 'Ti', 1163, 3.335]"
"['Sr', 336, 'Ti', 1230, 3.356]"
"['Sr', 336, 'Ti', 1231, 3.414]"
"['Sr', 336, 'Ti', 1238, 3.591]"
"['Sr', 336, 'Ti', 1239, 3.411]"
"['Sr', 336, 'Ti', 1602, 3.298]"
"['Sr', 337, 'Ti', 1147, 3.669]"
"['Sr', 337, 'Ti', 1231, 3.36]"
"['Sr', 337, 'Ti', 1239, 3.388]"
"['Sr', 337, 'Ti', 1495, 3.722]"
"['Sr', 337, 'Ti', 1602, 3.41]"
"['Sr', 338, 'Ti', 1147, 3.494]"
"['Sr', 338, 'Ti', 1495, 3.403]"
"['Sr', 339, 'Ti', 1158, 3.442]"
"['Sr', 340, 'Ti', 1158, 3.444]"
"['Sr', 340, 'Ti', 1167, 3.318]"
"['Sr', 341, 'Ti', 1167, 3.364]"
"['Sr', 341, 'Ti', 1174, 3.436]"
"['Sr', 342, 'Ti', 1160, 3.394]"
"['Sr', 342, 'Ti', 1218, 3.459]"
"['Sr', 342, 'Ti', 1237, 3.375]"
"['Sr', 342, 'Ti', 1242, 3.514]"
"['Sr', 342, 'Ti', 1530, 3.318]"
"['Sr', 343, 'Ti', 1218, 3.386]"
"['Sr', 343, 'Ti', 1237, 3.416]"
"['Sr', 343, 'Ti', 1242, 3.435]"
"['Sr', 343, 'Ti', 1259, 3.563]"
"['Sr', 343, 'Ti', 1292, 3.347]"
"['Sr', 343, 'Ti', 1530, 3.361]"
"['Sr', 344, 'Ti', 1162, 3.336]"
"['Sr', 344, 'Ti', 1169, 3.321]"
"['Sr', 344, 'Ti', 1259, 3.233]"
"['Sr', 344, 'Ti', 1292, 3.489]"
"['Sr', 344, 'Ti', 1348, 3.448]"
"['Sr', 344, 'Ti', 1576, 3.064]"
"['Sr', 345, 'Ti', 1148, 2.989]"
"['Sr', 345, 'Ti', 1162, 3.469]"
"['Sr', 345, 'Ti', 1163, 3.448]"
"['Sr', 345, 'Ti', 1169, 3.482]"
"['Sr', 345, 'Ti', 1238, 3.426]"
"['Sr', 345, 'Ti', 1347, 3.341]"
"['Sr', 345, 'Ti', 1348, 3.506]"
"['Sr', 345, 'Ti', 1576, 3.388]"
"['Sr', 346, 'Ti', 1148, 3.581]"
"['Sr', 346, 'Ti', 1163, 3.353]"
"['Sr', 346, 'Ti', 1170, 3.317]"
"['Sr', 346, 'Ti', 1233, 3.41]"
"['Sr', 346, 'Ti', 1238, 3.827]"
"['Sr', 346, 'Ti', 1239, 3.398]"
"['Sr', 346, 'Ti', 1347, 3.466]"
"['Sr', 347, 'Ti', 1147, 3.432]"
"['Sr', 347, 'Ti', 1170, 3.294]"
"['Sr', 347, 'Ti', 1171, 3.26]"
"['Sr', 347, 'Ti', 1233, 3.468]"
"['Sr', 347, 'Ti', 1239, 3.487]"
"['Sr', 347, 'Ti', 1495, 3.401]"
"['Sr', 348, 'Ti', 1147, 3.494]"
"['Sr', 348, 'Ti', 1171, 3.292]"
"['Sr', 348, 'Ti', 1190, 3.539]"
"['Sr', 348, 'Ti', 1495, 3.354]"
"['Sr', 348, 'Ti', 1496, 3.249]"
"['Sr', 349, 'Ti', 1190, 3.455]"
"['Sr', 349, 'Ti', 1496, 3.252]"
"['Sr', 350, 'Ti', 1167, 3.319]"
"['Sr', 350, 'Ti', 1174, 3.46]"
"['Sr', 351, 'Ti', 1175, 3.396]"
"['Sr', 352, 'Ti', 1175, 3.477]"
"['Sr', 352, 'Ti', 1218, 3.363]"
"['Sr', 352, 'Ti', 1242, 3.466]"
"['Sr', 353, 'Ti', 1041, 3.325]"
"['Sr', 353, 'Ti', 1218, 3.287]"
"['Sr', 353, 'Ti', 1242, 3.35]"
"['Sr', 353, 'Ti', 1251, 3.546]"
"['Sr', 353, 'Ti', 1292, 3.421]"
"['Sr', 354, 'Ti', 1041, 3.317]"
"['Sr', 354, 'Ti', 1169, 3.3]"
"['Sr', 354, 'Ti', 1251, 3.456]"
"['Sr', 354, 'Ti', 1292, 3.391]"
"['Sr', 354, 'Ti', 1576, 3.373]"
"['Sr', 354, 'Ti', 1619, 3.434]"
"['Sr', 355, 'Ti', 1148, 3.532]"
"['Sr', 355, 'Ti', 1159, 3.389]"
"['Sr', 355, 'Ti', 1169, 3.398]"
"['Sr', 355, 'Ti', 1252, 3.4]"
"['Sr', 355, 'Ti', 1347, 3.323]"
"['Sr', 355, 'Ti', 1576, 3.818]"
"['Sr', 355, 'Ti', 1619, 3.452]"
"['Sr', 356, 'Ti', 1148, 3.819]"
"['Sr', 356, 'Ti', 1159, 3.412]"
"['Sr', 356, 'Ti', 1170, 3.435]"
"['Sr', 356, 'Ti', 1177, 3.371]"
"['Sr', 356, 'Ti', 1233, 3.452]"
"['Sr', 356, 'Ti', 1252, 3.391]"
"['Sr', 356, 'Ti', 1317, 3.354]"
"['Sr', 356, 'Ti', 1347, 3.408]"
"['Sr', 357, 'Ti', 1170, 3.292]"
"['Sr', 357, 'Ti', 1171, 3.347]"
"['Sr', 357, 'Ti', 1177, 3.364]"
"['Sr', 357, 'Ti', 1178, 3.478]"
"['Sr', 357, 'Ti', 1233, 3.374]"
"['Sr', 357, 'Ti', 1248, 3.461]"
"['Sr', 357, 'Ti', 1317, 3.431]"
"['Sr', 358, 'Ti', 1171, 3.391]"
"['Sr', 358, 'Ti', 1178, 3.29]"
"['Sr', 358, 'Ti', 1190, 3.468]"
"['Sr', 358, 'Ti', 1248, 3.372]"
"['Sr', 358, 'Ti', 1496, 3.477]"
"['Sr', 359, 'Ti', 1180, 3.357]"
"['Sr', 359, 'Ti', 1190, 3.428]"
"['Sr', 359, 'Ti', 1496, 3.421]"
"['Sr', 359, 'Ti', 1587, 3.421]"
"['Sr', 360, 'Ti', 1174, 3.379]"
"['Sr', 360, 'Ti', 1180, 3.284]"
"['Sr', 360, 'Ti', 1587, 3.433]"
"['Sr', 362, 'Ti', 1175, 3.374]"
"['Sr', 363, 'Ti', 1041, 3.311]"
"['Sr', 363, 'Ti', 1129, 3.233]"
"['Sr', 363, 'Ti', 1251, 3.399]"
"['Sr', 364, 'Ti', 1041, 3.312]"
"['Sr', 364, 'Ti', 1129, 3.433]"
"['Sr', 364, 'Ti', 1185, 3.333]"
"['Sr', 364, 'Ti', 1251, 3.397]"
"['Sr', 364, 'Ti', 1619, 3.312]"
"['Sr', 365, 'Ti', 1159, 3.398]"
"['Sr', 365, 'Ti', 1185, 3.279]"
"['Sr', 365, 'Ti', 1252, 3.496]"
"['Sr', 365, 'Ti', 1260, 3.247]"
"['Sr', 365, 'Ti', 1619, 3.546]"
"['Sr', 366, 'Ti', 1159, 3.378]"
"['Sr', 366, 'Ti', 1177, 3.362]"
"['Sr', 366, 'Ti', 1252, 3.568]"
"['Sr', 366, 'Ti', 1260, 3.382]"
"['Sr', 366, 'Ti', 1317, 3.443]"
"['Sr', 366, 'Ti', 1340, 3.402]"
"['Sr', 367, 'Ti', 1177, 3.417]"
"['Sr', 367, 'Ti', 1178, 3.481]"
"['Sr', 367, 'Ti', 1187, 3.241]"
"['Sr', 367, 'Ti', 1248, 3.341]"
"['Sr', 367, 'Ti', 1317, 3.479]"
"['Sr', 367, 'Ti', 1340, 3.546]"
"['Sr', 368, 'Ti', 1178, 3.362]"
"['Sr', 368, 'Ti', 1187, 3.53]"
"['Sr', 368, 'Ti', 1188, 3.436]"
"['Sr', 368, 'Ti', 1248, 3.434]"
"['Sr', 369, 'Ti', 1180, 3.373]"
"['Sr', 369, 'Ti', 1188, 3.285]"
"['Sr', 369, 'Ti', 1587, 3.556]"
"['Sr', 370, 'Ti', 1180, 3.258]"
"['Sr', 370, 'Ti', 1587, 3.486]"
"['Sr', 373, 'Ti', 1129, 3.406]"
"['Sr', 373, 'Ti', 1266, 3.39]"
"['Sr', 373, 'Ti', 1410, 3.466]"
"['Sr', 374, 'Ti', 1129, 3.373]"
"['Sr', 374, 'Ti', 1185, 3.295]"
"['Sr', 374, 'Ti', 1192, 3.501]"
"['Sr', 374, 'Ti', 1266, 3.399]"
"['Sr', 374, 'Ti', 1410, 3.477]"
