"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Bi', 122, 'O', 500, 4.719]"
"['Bi', 122, 'O', 511, 4.339]"
"['Bi', 122, 'O', 514, 4.602]"
"['Bi', 122, 'O', 554, 4.525]"
"['Bi', 122, 'O', 555, 2.661]"
"['Bi', 122, 'O', 556, 4.646]"
"['Bi', 122, 'O', 557, 2.586]"
"['Bi', 122, 'O', 558, 3.171]"
"['Bi', 122, 'O', 560, 4.928]"
"['Bi', 122, 'O', 569, 4.345]"
"['Bi', 122, 'O', 570, 2.122]"
"['Bi', 122, 'O', 571, 3.17]"
"['Bi', 122, 'O', 572, 2.013]"
"['Bi', 122, 'O', 573, 2.493]"
"['Bi', 122, 'O', 574, 3.101]"
"['Bi', 122, 'O', 575, 4.487]"
"['Bi', 122, 'O', 586, 4.295]"
"['Bi', 122, 'O', 589, 4.319]"
"['Bi', 123, 'Na', 62, 3.963]"
"['Bi', 123, 'Bi', 73, 3.904]"
"['Bi', 123, 'Bi', 108, 3.985]"
"['Bi', 123, 'Bi', 122, 4.005]"
"['Bi', 123, 'Bi', 123, 0.0]"
"['Bi', 123, 'Bi', 124, 4.115]"
"['Bi', 123, 'Ti', 203, 3.536]"
"['Bi', 123, 'Ti', 204, 3.515]"
"['Bi', 123, 'Ti', 208, 3.795]"
"['Bi', 123, 'Ti', 209, 3.309]"
"['Bi', 123, 'Ti', 228, 3.534]"
"['Bi', 123, 'Ti', 229, 3.391]"
"['Bi', 123, 'Ti', 233, 3.467]"
"['Bi', 123, 'Ti', 234, 3.526]"
"['Bi', 123, 'O', 258, 4.862]"
"['Bi', 123, 'O', 261, 4.986]"
"['Bi', 123, 'O', 273, 4.61]"
"['Bi', 123, 'O', 482, 4.676]"
"['Bi', 123, 'O', 483, 4.487]"
"['Bi', 123, 'O', 485, 3.156]"
"['Bi', 123, 'O', 486, 4.489]"
"['Bi', 123, 'O', 488, 4.745]"
"['Bi', 123, 'O', 498, 4.685]"
"['Bi', 123, 'O', 499, 3.096]"
"['Bi', 123, 'O', 500, 3.078]"
"['Bi', 123, 'O', 501, 4.569]"
"['Bi', 123, 'O', 502, 2.186]"
"['Bi', 123, 'O', 503, 4.574]"
"['Bi', 123, 'O', 517, 4.641]"
"['Bi', 123, 'O', 557, 4.43]"
"['Bi', 123, 'O', 558, 2.258]"
"['Bi', 123, 'O', 560, 3.132]"
"['Bi', 123, 'O', 561, 2.539]"
"['Bi', 123, 'O', 562, 4.6]"
"['Bi', 123, 'O', 563, 4.782]"
"['Bi', 123, 'O', 572, 4.587]"
"['Bi', 123, 'O', 573, 2.668]"
"['Bi', 123, 'O', 574, 2.766]"
"['Bi', 123, 'O', 575, 2.798]"
"['Bi', 123, 'O', 576, 2.79]"
"['Bi', 123, 'O', 577, 2.616]"
"['Bi', 123, 'O', 578, 4.855]"
"['Bi', 123, 'O', 589, 4.747]"
"['Bi', 123, 'O', 592, 4.924]"
"['Bi', 124, 'Na', 50, 3.643]"
"['Bi', 124, 'Bi', 123, 4.115]"
"['Bi', 124, 'Bi', 124, 0.0]"
"['Bi', 124, 'Bi', 125, 4.269]"
"['Bi', 124, 'Ti', 204, 3.796]"
"['Bi', 124, 'Ti', 205, 3.688]"
"['Bi', 124, 'Ti', 209, 3.571]"
"['Bi', 124, 'Ti', 210, 3.284]"
"['Bi', 124, 'Ti', 229, 3.542]"
"['Bi', 124, 'Ti', 230, 3.529]"
"['Bi', 124, 'Ti', 234, 3.5]"
"['Bi', 124, 'Ti', 235, 3.522]"
"['Bi', 124, 'O', 264, 4.479]"
"['Bi', 124, 'O', 276, 4.748]"
"['Bi', 124, 'O', 486, 4.995]"
"['Bi', 124, 'O', 488, 2.744]"
"['Bi', 124, 'O', 489, 4.585]"
"['Bi', 124, 'O', 491, 4.668]"
"['Bi', 124, 'O', 501, 4.887]"
"['Bi', 124, 'O', 502, 3.192]"
"['Bi', 124, 'O', 503, 2.359]"
"['Bi', 124, 'O', 504, 4.489]"
"['Bi', 124, 'O', 505, 2.335]"
"['Bi', 124, 'O', 517, 4.82]"
"['Bi', 124, 'O', 520, 4.564]"
"['Bi', 124, 'O', 551, 4.478]"
"['Bi', 124, 'O', 561, 3.196]"
"['Bi', 124, 'O', 562, 4.643]"
"['Bi', 124, 'O', 563, 2.521]"
"['Bi', 124, 'O', 564, 2.615]"
"['Bi', 124, 'O', 565, 4.488]"
"['Bi', 124, 'O', 576, 3.15]"
"['Bi', 124, 'O', 577, 3.178]"
"['Bi', 124, 'O', 578, 2.524]"
"['Bi', 124, 'O', 579, 2.728]"
"['Bi', 124, 'O', 580, 2.784]"
"['Bi', 124, 'O', 592, 4.74]"
"['Bi', 124, 'O', 595, 4.81]"
"['Bi', 125, 'Na', 62, 4.038]"
"['Bi', 125, 'Na', 66, 3.558]"
"['Bi', 125, 'Bi', 113, 3.75]"
"['Bi', 125, 'Bi', 114, 4.848]"
"['Bi', 125, 'Bi', 124, 4.269]"
"['Bi', 125, 'Bi', 125, 0.0]"
"['Bi', 125, 'Ti', 209, 3.724]"
"['Bi', 125, 'Ti', 210, 3.392]"
"['Bi', 125, 'Ti', 214, 2.907]"
"['Bi', 125, 'Ti', 215, 3.365]"
"['Bi', 125, 'Ti', 234, 3.626]"
"['Bi', 125, 'Ti', 235, 3.794]"
"['Bi', 125, 'Ti', 239, 3.297]"
"['Bi', 125, 'Ti', 240, 3.341]"
"['Bi', 125, 'O', 276, 4.967]"
"['Bi', 125, 'O', 291, 4.705]"
"['Bi', 125, 'O', 294, 4.501]"
"['Bi', 125, 'O', 491, 4.636]"
"['Bi', 125, 'O', 503, 3.188]"
"['Bi', 125, 'O', 504, 4.305]"
"['Bi', 125, 'O', 505, 4.901]"
"['Bi', 125, 'O', 515, 4.51]"
"['Bi', 125, 'O', 516, 4.564]"
"['Bi', 125, 'O', 517, 3.104]"
"['Bi', 125, 'O', 518, 2.324]"
"['Bi', 125, 'O', 519, 4.839]"
"['Bi', 125, 'O', 520, 2.199]"
"['Bi', 125, 'O', 532, 4.299]"
"['Bi', 125, 'O', 535, 4.356]"
"['Bi', 125, 'O', 576, 3.191]"
"['Bi', 125, 'O', 578, 3.137]"
"['Bi', 125, 'O', 579, 2.823]"
"['Bi', 125, 'O', 581, 4.721]"
"['Bi', 125, 'O', 590, 4.477]"
"['Bi', 125, 'O', 591, 2.142]"
"['Bi', 125, 'O', 592, 3.162]"
"['Bi', 125, 'O', 593, 3.076]"
"['Bi', 125, 'O', 594, 2.247]"
"['Bi', 125, 'O', 595, 3.001]"
"['Bi', 125, 'O', 607, 4.482]"
"['Bi', 125, 'O', 610, 4.446]"
